(20, 'elephant', 'camel')
(63, 'rat', 'butterfly')
(64, 'elephant', 'camel')
(64, 'elephant', 'donkey')
(64, 'elephant', 'goat')
(64, 'elephant', 'goose')
(64, 'elephant', 'rat')
(64, 'elephant', 'butterfly')
(64, 'camel', 'donkey')
(64, 'camel', 'goat')
(64, 'camel', 'goose')
(64, 'camel', 'rat')
(64, 'camel', 'butterfly')
(64, 'donkey', 'goat')
(64, 'donkey', 'goose')
(64, 'donkey', 'rat')
(64, 'donkey', 'butterfly')
(64, 'goat', 'goose')
(64, 'goat', 'rat')
(64, 'goat', 'butterfly')
(64, 'goose', 'rat')
(64, 'goose', 'butterfly')
(64, 'rat', 'butterfly')
(65, 'elephant', 'camel')
(65, 'elephant', 'donkey')
(65, 'elephant', 'goat')
(65, 'elephant', 'goose')
(65, 'elephant', 'rat')
(65, 'elephant', 'butterfly')
(65, 'camel', 'donkey')
(65, 'camel', 'goat')
(65, 'camel', 'goose')
(65, 'camel', 'rat')
(65, 'camel', 'butterfly')
(65, 'donkey', 'goat')
(65, 'donkey', 'goose')
(65, 'donkey', 'rat')
(65, 'donkey', 'butterfly')
(65, 'goat', 'goose')
(65, 'goat', 'rat')
(65, 'goat', 'butterfly')
(65, 'goose', 'rat')
(65, 'goose', 'butterfly')
(65, 'rat', 'butterfly')
(66, 'elephant', 'camel')
(66, 'elephant', 'donkey')
(66, 'elephant', 'goat')
(66, 'elephant', 'goose')
(66, 'elephant', 'rat')
(66, 'elephant', 'butterfly')
(66, 'camel', 'donkey')
(66, 'camel', 'goat')
(66, 'camel', 'goose')
(66, 'camel', 'rat')
(66, 'camel', 'butterfly')
(66, 'donkey', 'goat')
(66, 'donkey', 'goose')
(66, 'donkey', 'rat')
(66, 'donkey', 'butterfly')
(66, 'goat', 'goose')
(66, 'goat', 'rat')
(66, 'goat', 'butterfly')
(66, 'goose', 'rat')
(66, 'goose', 'butterfly')
(66, 'rat', 'butterfly')
(67, 'elephant', 'camel')
(67, 'elephant', 'donkey')
(67, 'elephant', 'goat')
(67, 'elephant', 'goose')
(67, 'elephant', 'rat')
(67, 'elephant', 'butterfly')
(67, 'camel', 'donkey')
(67, 'camel', 'goat')
(67, 'camel', 'goose')
(67, 'camel', 'rat')
(67, 'camel', 'butterfly')
(67, 'donkey', 'goat')
(67, 'donkey', 'goose')
(67, 'donkey', 'rat')
(67, 'donkey', 'butterfly')
(67, 'goat', 'goose')
(67, 'goat', 'rat')
(67, 'goat', 'butterfly')
(67, 'goose', 'rat')
(67, 'goose', 'butterfly')
(67, 'rat', 'butterfly')
(68, 'elephant', 'camel')
(68, 'elephant', 'donkey')
(68, 'elephant', 'goat')
(68, 'elephant', 'goose')
(68, 'elephant', 'rat')
(68, 'elephant', 'butterfly')
(68, 'camel', 'donkey')
(68, 'camel', 'goat')
(68, 'camel', 'goose')
(68, 'camel', 'rat')
(68, 'camel', 'butterfly')
(68, 'donkey', 'goat')
(68, 'donkey', 'goose')
(68, 'donkey', 'rat')
(68, 'donkey', 'butterfly')
(68, 'goat', 'goose')
(68, 'goat', 'rat')
(68, 'goat', 'butterfly')
(68, 'goose', 'rat')
(68, 'goose', 'butterfly')
(68, 'rat', 'butterfly')
(69, 'elephant', 'camel')
(69, 'elephant', 'donkey')
(69, 'elephant', 'goat')
(69, 'elephant', 'goose')
(69, 'elephant', 'rat')
(69, 'elephant', 'butterfly')
(69, 'camel', 'donkey')
(69, 'camel', 'goat')
(69, 'camel', 'goose')
(69, 'camel', 'rat')
(69, 'camel', 'butterfly')
(69, 'donkey', 'goat')
(69, 'donkey', 'goose')
(69, 'donkey', 'rat')
(69, 'donkey', 'butterfly')
(69, 'goat', 'goose')
(69, 'goat', 'rat')
(69, 'goat', 'butterfly')
(69, 'goose', 'rat')
(69, 'goose', 'butterfly')
(69, 'rat', 'butterfly')
