(20, 'butterfly', 'rat')
(63, 'camel', 'elephant')
(64, 'butterfly', 'rat')
(64, 'butterfly', 'goose')
(64, 'butterfly', 'goat')
(64, 'butterfly', 'donkey')
(64, 'butterfly', 'camel')
(64, 'butterfly', 'elephant')
(64, 'rat', 'goose')
(64, 'rat', 'goat')
(64, 'rat', 'donkey')
(64, 'rat', 'camel')
(64, 'rat', 'elephant')
(64, 'goose', 'goat')
(64, 'goose', 'donkey')
(64, 'goose', 'camel')
(64, 'goose', 'elephant')
(64, 'goat', 'donkey')
(64, 'goat', 'camel')
(64, 'goat', 'elephant')
(64, 'donkey', 'camel')
(64, 'donkey', 'elephant')
(64, 'camel', 'elephant')
(65, 'butterfly', 'rat')
(65, 'butterfly', 'goose')
(65, 'butterfly', 'goat')
(65, 'butterfly', 'donkey')
(65, 'butterfly', 'camel')
(65, 'butterfly', 'elephant')
(65, 'rat', 'goose')
(65, 'rat', 'goat')
(65, 'rat', 'donkey')
(65, 'rat', 'camel')
(65, 'rat', 'elephant')
(65, 'goose', 'goat')
(65, 'goose', 'donkey')
(65, 'goose', 'camel')
(65, 'goose', 'elephant')
(65, 'goat', 'donkey')
(65, 'goat', 'camel')
(65, 'goat', 'elephant')
(65, 'donkey', 'camel')
(65, 'donkey', 'elephant')
(65, 'camel', 'elephant')
(66, 'butterfly', 'rat')
(66, 'butterfly', 'goose')
(66, 'butterfly', 'goat')
(66, 'butterfly', 'donkey')
(66, 'butterfly', 'camel')
(66, 'butterfly', 'elephant')
(66, 'rat', 'goose')
(66, 'rat', 'goat')
(66, 'rat', 'donkey')
(66, 'rat', 'camel')
(66, 'rat', 'elephant')
(66, 'goose', 'goat')
(66, 'goose', 'donkey')
(66, 'goose', 'camel')
(66, 'goose', 'elephant')
(66, 'goat', 'donkey')
(66, 'goat', 'camel')
(66, 'goat', 'elephant')
(66, 'donkey', 'camel')
(66, 'donkey', 'elephant')
(66, 'camel', 'elephant')
(67, 'butterfly', 'rat')
(67, 'butterfly', 'goose')
(67, 'butterfly', 'goat')
(67, 'butterfly', 'donkey')
(67, 'butterfly', 'camel')
(67, 'butterfly', 'elephant')
(67, 'rat', 'goose')
(67, 'rat', 'goat')
(67, 'rat', 'donkey')
(67, 'rat', 'camel')
(67, 'rat', 'elephant')
(67, 'goose', 'goat')
(67, 'goose', 'donkey')
(67, 'goose', 'camel')
(67, 'goose', 'elephant')
(67, 'goat', 'donkey')
(67, 'goat', 'camel')
(67, 'goat', 'elephant')
(67, 'donkey', 'camel')
(67, 'donkey', 'elephant')
(67, 'camel', 'elephant')
(68, 'butterfly', 'rat')
(68, 'butterfly', 'goose')
(68, 'butterfly', 'goat')
(68, 'butterfly', 'donkey')
(68, 'butterfly', 'camel')
(68, 'butterfly', 'elephant')
(68, 'rat', 'goose')
(68, 'rat', 'goat')
(68, 'rat', 'donkey')
(68, 'rat', 'camel')
(68, 'rat', 'elephant')
(68, 'goose', 'goat')
(68, 'goose', 'donkey')
(68, 'goose', 'camel')
(68, 'goose', 'elephant')
(68, 'goat', 'donkey')
(68, 'goat', 'camel')
(68, 'goat', 'elephant')
(68, 'donkey', 'camel')
(68, 'donkey', 'elephant')
(68, 'camel', 'elephant')
(69, 'butterfly', 'rat')
(69, 'butterfly', 'goose')
(69, 'butterfly', 'goat')
(69, 'butterfly', 'donkey')
(69, 'butterfly', 'camel')
(69, 'butterfly', 'elephant')
(69, 'rat', 'goose')
(69, 'rat', 'goat')
(69, 'rat', 'donkey')
(69, 'rat', 'camel')
(69, 'rat', 'elephant')
(69, 'goose', 'goat')
(69, 'goose', 'donkey')
(69, 'goose', 'camel')
(69, 'goose', 'elephant')
(69, 'goat', 'donkey')
(69, 'goat', 'camel')
(69, 'goat', 'elephant')
(69, 'donkey', 'camel')
(69, 'donkey', 'elephant')
(69, 'camel', 'elephant')
